sno,zf,tdf,female,male,ncyj,ncwj,czyj,czwj,ks_is_jf,jydf,csdm,kslb,kldm,csdj,is_qu,is_shi,is_xian,ybfsx_wk,ebfsx_wk,ssmzlqf_wk,hzlqf_wk,ybfsx_lk,ebfsx_lk,ssmzlqf_lk,hzlqf_lk,zfdj,zf_yb_d,zf_lqf_d,zf_pjf_d,zybm,xybm,zy_fs_pm
2012211404,559,569,1,0,0,1,0,0,0,0.686,4501,1,1,2.0,0,0,1,544,473,549,557,528,444,531,532,2,15.0,10,25,8,11,43.0
2012211405,555,565,1,0,1,0,0,0,0,0.686,4502,1,1,3.0,0,0,1,544,473,549,557,528,444,531,532,1,11.0,6,21,8,11,65.0
2012211406,662,662,1,0,0,0,1,0,1,0.683,4601,1,1,2.0,0,1,0,668,591,651,656,614,545,581,592,1,-6.0,6,128,8,11,65.0
2012211407,524,534,1,0,0,1,0,0,0,0.836,5001,1,1,0.0,0,0,1,554,494,495,510,522,462,462,467,1,-30.0,29,-10,8,11,10.0
2012211408,519,539,1,0,1,0,0,0,0,0.604,5227,1,1,4.0,0,1,0,539,461,530,531,470,390,455,456,3,-20.0,-11,-15,8,11,187.0
2012211409,519,539,1,0,1,0,0,0,0,0.574,5330,1,1,5.0,0,0,1,520,460,533,535,465,460,298,298,3,-1.0,-16,-15,8,11,204.0
2012211410,535,535,1,0,0,0,1,0,1,0.574,5323,1,1,5.0,0,0,1,520,460,533,535,465,460,298,298,2,15.0,2,1,8,11,115.0
2012211411,533,533,1,0,0,1,0,0,1,0.764,6104,1,1,3.0,0,0,1,556,497,501,530,517,461,467,481,2,-23.0,3,-1,8,11,97.0
2012211412,374,394,1,0,0,0,1,0,0,0.639,6323,1,1,5.0,0,0,1,433,372,390,396,401,355,356,375,3,-59.0,-16,-160,8,11,204.0
2012211413,522,522,0,1,0,1,0,0,1,0.772,1408,1,1,4.0,0,1,0,539,492,493,522,530,476,487,487,2,-17.0,0,-12,8,11,167.0
2012211414,223,323,0,1,0,0,1,0,0,0.883,3205,6,8,1.0,0,1,0,341,311,313,311,340,312,314,314,5,0.0,0,-311,8,11,167.0
2012211415,565,565,0,1,0,1,0,0,1,0.752,4111,1,1,5.0,0,1,0,557,509,557,562,540,481,540,546,1,8.0,3,31,8,11,97.0
2012211416,573,573,0,1,0,0,1,0,1,0.766,4203,1,1,4.0,1,0,0,561,514,568,568,551,492,558,558,1,12.0,5,39,8,11,73.0
2012211417,556,566,0,1,1,0,0,0,0,0.686,4502,1,1,3.0,0,0,1,544,473,549,557,528,444,531,532,1,12.0,-1,22,8,11,171.0
2012211418,533,533,0,1,0,0,0,1,1,0.764,6109,1,1,5.0,0,0,1,556,497,501,530,517,461,467,481,1,-23.0,3,-1,8,11,97.0
2012211419,567,567,1,0,1,0,0,0,1,0.773,1305,1,1,4.0,0,0,1,572,529,545,565,564,509,539,558,2,-5.0,2,33,8,11,115.0
2012211420,507,517,1,0,1,0,0,0,0,0.759,1504,1,1,4.0,0,0,1,492,429,484,493,469,390,437,458,3,15.0,23,-27,8,11,16.0
2012211421,512,512,1,0,0,0,1,0,1,0.912,2102,1,1,1.0,1,0,0,563,506,507,531,517,445,445,465,3,-51.0,5,-22,8,11,73.0
2012211422,509,514,1,0,0,0,0,1,0,0.766,2205,1,1,4.0,0,0,1,529,435,491,501,515,412,420,415,2,-20.0,18,-25,8,11,22.0
2012211423,234,324,1,0,1,0,0,0,0,0.883,3210,6,8,3.0,0,1,0,341,311,313,311,340,312,314,314,5,0.0,0,-300,8,11,167.0
2012211424,564,569,1,0,0,0,1,0,0,0.652,3405,1,1,3.0,1,0,0,577,541,562,578,544,478,496,539,1,-13.0,2,30,8,11,115.0
2012211425,547,547,1,0,0,0,1,0,1,0.86,3502,1,1,2.0,1,0,0,557,466,465,547,546,435,489,528,2,-10.0,0,13,8,11,167.0
2012211426,550,550,1,0,0,0,1,0,1,0.804,3706,1,1,2.0,0,1,0,573,450,517,540,582,430,496,511,2,-23.0,10,16,8,11,43.0
2012211427,458,458,1,0,0,0,1,0,1,0.5,4101,1,1,1.0,1,0,0,490,345,333,333,460,325,460,460,3,-32.0,125,-76,8,11,1.0
2012211428,562,562,1,0,0,0,1,0,1,0.752,4116,1,1,4.0,0,0,1,557,509,557,562,540,481,540,546,1,5.0,0,28,8,11,167.0
2012211429,570,570,1,0,0,0,0,1,1,0.8,4201,1,1,1.0,1,0,0,561,541,565,551,551,492,556,556,1,9.0,19,36,8,11,20.0
2012211430,571,571,1,0,0,0,1,0,1,0.766,4201,1,1,1.0,1,0,0,561,514,568,568,551,492,558,558,1,10.0,3,37,8,11,97.0
2012211431,570,570,1,0,0,0,1,0,1,0.766,4201,1,1,1.0,1,0,0,561,514,568,568,551,492,558,558,2,9.0,2,36,8,11,115.0
2012211432,570,570,1,0,0,1,0,0,1,0.766,4208,1,1,5.0,1,0,0,561,514,568,568,551,492,558,558,2,9.0,2,36,8,11,115.0
2012211433,0,0,1,0,0,0,1,0,1,0.766,4228,1,1,5.0,0,0,1,561,514,568,568,551,492,558,558,4,0.0,0,0,8,11,167.0
2012211434,571,581,1,0,1,0,0,0,0,0.766,4228,1,1,5.0,0,0,1,561,514,568,568,551,492,558,558,1,10.0,3,37,8,11,97.0
2012211435,569,569,1,0,1,0,0,0,1,0.727,4305,1,1,4.0,0,0,1,571,523,565,568,520,451,495,510,2,-2.0,1,35,8,11,134.0
2012211436,551,571,1,0,1,0,0,0,0,0.727,4329,1,1,5.0,0,0,1,571,523,565,568,520,451,495,510,2,-20.0,-14,17,8,11,193.0
2012211437,559,569,1,0,1,0,0,0,0,0.727,4308,1,1,5.0,0,0,1,571,523,565,568,520,451,495,510,2,-12.0,-6,25,8,11,182.0
2012211438,558,568,1,0,1,0,0,0,0,0.686,4501,1,1,2.0,0,0,1,544,473,549,557,528,444,531,532,1,14.0,1,24,8,11,134.0
2012211439,551,561,1,0,1,0,0,0,0,0.686,4501,1,1,2.0,0,0,1,544,473,549,557,528,444,531,532,2,7.0,2,17,8,11,115.0
2012211440,556,576,1,0,1,0,0,0,0,0.686,4511,1,1,5.0,0,0,1,544,473,549,557,528,444,531,532,2,12.0,7,22,8,11,55.0
2012211441,658,678,1,0,0,0,1,0,0,0.683,4602,1,1,3.0,0,1,0,668,591,651,656,614,545,581,592,1,-10.0,7,124,8,11,55.0
2012211442,517,527,1,0,1,0,0,0,0,0.836,5001,1,1,0.0,0,0,1,554,494,495,510,522,462,462,467,3,-37.0,22,-17,8,11,18.0
2012211443,514,534,1,0,1,0,0,0,0,0.604,5227,1,1,4.0,0,0,1,539,461,530,531,470,390,455,456,3,-25.0,-16,-20,8,11,204.0
2012211444,538,538,1,0,0,0,1,0,1,0.574,5325,1,1,4.0,0,1,0,520,460,533,535,465,460,298,298,2,18.0,3,4,8,11,97.0
2012211445,0,0,1,0,0,0,1,0,1,0.574,5323,1,1,5.0,0,1,0,520,460,533,535,465,460,298,298,4,0.0,0,0,8,11,167.0
2012211446,544,544,1,0,0,0,0,1,1,0.764,6109,1,1,5.0,1,0,0,556,497,501,530,517,461,467,481,2,-12.0,14,10,8,11,32.0
2012211447,393,413,1,0,1,0,0,0,0,0.639,6321,1,1,5.0,0,0,1,433,372,390,396,401,355,356,375,3,-40.0,3,-141,8,11,97.0
2012211448,532,532,0,1,0,0,1,0,1,0.772,1408,1,1,4.0,1,0,0,539,492,493,522,530,476,487,487,2,-7.0,10,-2,8,11,43.0
2012211449,0,538,0,1,0,0,0,1,0,0.981,3302,1,1,1.0,1,0,0,606,452,504,529,593,433,480,504,4,0.0,0,0,8,11,167.0
2012211450,565,565,0,1,0,0,0,1,1,0.752,4116,1,1,4.0,0,0,1,557,509,557,562,540,481,540,546,1,8.0,3,31,8,11,97.0
2012211451,571,571,0,1,0,0,1,0,1,0.766,4201,1,1,1.0,1,0,0,561,514,568,568,551,492,558,558,1,10.0,3,37,8,11,97.0
2012211452,0,0,0,1,0,0,0,1,1,0.686,4512,1,5,5.0,0,0,1,544,473,549,557,528,444,531,532,4,0.0,0,0,8,11,167.0
2012211453,399,419,0,1,0,1,0,0,0,0.639,6321,1,1,5.0,0,0,1,433,372,390,396,401,355,356,375,3,-34.0,9,-135,8,11,46.0
2012211454,558,563,1,0,0,1,0,0,0,0.773,1307,1,1,4.0,0,0,1,572,529,545,565,564,509,539,558,2,-14.0,13,24,8,11,34.0
2012211455,496,506,1,0,1,0,0,0,0,0.759,1522,1,1,5.0,0,0,1,492,429,484,493,469,390,437,458,3,4.0,12,-38,8,11,37.0
2012211456,546,546,1,0,1,0,0,0,1,0.912,2103,1,1,3.0,0,0,1,563,506,507,531,517,445,445,465,2,-17.0,39,12,8,11,8.0
2012211457,510,510,1,0,0,0,1,0,1,0.768,2305,0,1,5.0,0,0,1,526,449,463,499,514,425,434,434,3,-16.0,11,-24,8,11,39.0
2012211458,241,324,1,0,1,0,0,0,0,0.883,3210,6,8,3.0,0,1,0,341,311,313,311,340,312,314,314,5,0.0,0,-293,8,11,167.0
2012211459,574,579,1,0,0,0,1,0,0,0.652,3406,1,1,5.0,1,0,0,577,541,562,578,544,478,496,539,1,-3.0,12,40,8,11,37.0
2012211460,551,551,1,0,0,0,1,0,1,0.86,3501,1,1,2.0,1,0,0,557,466,465,547,546,435,489,528,2,-6.0,86,17,8,11,3.0
2012211461,557,557,1,0,0,0,1,0,1,0.804,3703,1,1,3.0,1,0,0,573,450,517,540,582,430,496,511,2,-16.0,17,23,8,11,25.0
2012211462,577,577,1,0,1,0,0,0,1,0.752,4114,1,1,4.0,0,0,1,557,509,557,562,540,481,540,546,1,20.0,15,43,8,11,31.0
2012211463,563,563,1,0,0,0,0,1,1,0.752,4117,1,1,4.0,1,0,0,557,509,557,562,540,481,540,546,1,6.0,1,29,8,11,134.0
2012211464,572,572,1,0,1,0,0,0,1,0.766,4208,1,1,5.0,1,0,0,561,514,568,568,551,492,558,558,1,11.0,4,38,8,11,83.0
2012211465,573,573,1,0,0,0,1,0,1,0.766,4202,1,1,4.0,1,0,0,561,514,568,568,551,492,558,558,1,12.0,5,39,8,11,73.0
2012211466,572,572,1,0,1,0,0,0,1,0.766,4210,1,1,3.0,0,0,1,561,514,568,568,551,492,558,558,1,11.0,4,38,8,11,83.0
2012211467,571,571,1,0,0,1,0,0,1,0.766,4201,1,1,1.0,1,0,0,561,514,568,568,551,492,558,558,2,10.0,3,37,8,11,97.0
2012211468,566,576,1,0,1,0,0,0,0,0.766,4228,1,1,5.0,0,0,1,561,514,568,568,551,492,558,558,1,5.0,-2,32,8,11,172.0
2012211469,561,571,1,0,1,0,0,0,0,0.766,4228,1,1,5.0,0,0,1,561,514,568,568,551,492,558,558,1,0.0,-7,27,8,11,183.0
2012211470,571,571,1,0,0,0,1,0,1,0.727,4304,1,1,3.0,0,0,1,571,523,565,568,520,451,495,510,2,0.0,3,37,8,11,97.0
2012211471,550,570,1,0,0,0,1,0,0,0.727,4331,1,1,5.0,0,0,1,571,523,565,568,520,451,495,510,2,-21.0,-15,16,8,11,196.0
2012211472,563,563,1,0,0,0,1,0,1,0.686,4509,1,1,4.0,1,0,0,544,473,549,557,528,444,531,532,1,19.0,6,29,8,11,65.0
2012211473,573,573,1,0,0,1,0,0,1,0.686,4508,1,1,5.0,1,0,0,544,473,549,557,528,444,531,532,2,29.0,16,39,8,11,29.0
2012211474,551,561,1,0,0,1,0,0,0,0.686,4501,1,1,2.0,0,0,1,544,473,549,557,528,444,531,532,2,7.0,2,17,8,11,115.0
2012211475,548,568,1,0,1,0,0,0,0,0.686,4511,1,1,5.0,0,0,1,544,473,549,557,528,444,531,532,2,4.0,-1,14,8,11,171.0
2012211476,636,656,1,0,0,0,1,0,0,0.683,4617,1,1,6.0,0,0,1,668,591,651,656,614,545,581,592,1,-32.0,-15,102,8,11,196.0
2012211477,519,529,1,0,1,0,0,0,0,0.836,5001,1,1,0.0,0,0,1,554,494,495,510,522,462,462,467,2,-35.0,24,-15,8,11,14.0
2012211478,514,534,1,0,1,0,0,0,0,0.604,5227,1,1,4.0,0,0,1,539,461,530,531,470,390,455,456,2,-25.0,-16,-20,8,11,204.0
2012211479,537,537,1,0,1,0,0,0,1,0.574,5327,1,1,5.0,1,0,0,520,460,533,535,465,460,298,298,2,17.0,2,3,8,11,115.0
2012211480,534,534,1,0,0,0,1,0,1,0.574,5325,1,1,4.0,0,0,1,520,460,533,535,465,460,298,298,2,14.0,1,0,8,11,134.0
2012211481,536,536,1,0,1,0,0,0,1,0.764,6109,1,1,5.0,0,0,1,556,497,501,530,517,461,467,481,2,-20.0,6,2,8,11,65.0
2012211482,463,483,1,0,0,0,0,1,0,0.747,6402,1,7,5.0,1,0,0,489,453,467,467,440,401,409,409,5,0.0,0,-71,8,11,167.0
2012211483,493,493,0,1,0,0,1,0,1,0.759,1501,1,1,3.0,1,0,0,492,429,484,493,469,390,437,458,3,1.0,0,-41,8,11,167.0
2012211484,0,536,0,1,0,0,1,0,0,0.981,3301,1,1,1.0,0,1,0,606,452,504,529,593,433,480,504,4,0.0,0,0,8,11,167.0
2012211485,564,564,0,1,0,1,0,0,1,0.752,4111,1,1,5.0,0,0,1,557,509,557,562,540,481,540,546,1,7.0,2,30,8,11,115.0
2012211486,574,574,0,1,1,0,0,0,1,0.766,4206,1,1,5.0,1,0,0,561,514,568,568,551,492,558,558,1,13.0,6,40,8,11,65.0
2012211487,522,532,0,1,1,0,0,0,0,0.836,5001,1,1,0.0,0,0,1,554,494,495,510,522,462,462,467,3,-32.0,27,-12,8,11,12.0
2012211488,524,524,1,0,0,0,0,1,1,0.772,1402,1,1,4.0,1,0,0,539,492,493,522,530,476,487,487,2,-15.0,2,-10,8,11,115.0
2012211489,486,496,1,0,1,0,0,0,0,0.759,1504,1,1,4.0,1,0,0,492,429,484,493,469,390,437,458,2,-6.0,2,-48,8,11,115.0
2012211490,515,515,1,0,1,0,0,0,1,0.912,2103,1,1,3.0,0,0,1,563,506,507,531,517,445,445,465,3,-48.0,8,-19,8,11,50.0
2012211491,499,499,1,0,1,0,0,0,1,0.768,2340,0,1,6.0,0,0,1,526,449,463,499,514,425,434,434,2,-27.0,0,-35,8,11,167.0
2012211492,0,530,1,0,1,0,0,0,0,0.981,3301,1,1,1.0,0,1,0,606,452,504,529,593,433,480,504,4,0.0,0,0,8,11,167.0
2012211493,568,573,1,0,0,1,0,0,0,0.652,3424,1,1,4.0,0,0,1,577,541,562,578,544,478,496,539,2,-9.0,6,34,8,11,65.0
2012211494,544,554,1,0,0,0,1,0,0,0.86,3509,1,1,3.0,0,1,0,557,466,465,547,546,435,489,528,2,-13.0,79,10,8,11,4.0
2012211495,543,543,1,0,0,1,0,0,1,0.804,3729,1,1,4.0,0,0,1,573,450,517,540,582,430,496,511,2,-30.0,3,9,8,11,97.0
2012211496,563,563,1,0,1,0,0,0,1,0.752,4116,1,1,4.0,0,0,1,557,509,557,562,540,481,540,546,1,6.0,1,29,8,11,134.0
2012211497,552,557,1,0,0,0,1,0,0,0.752,4114,1,1,4.0,0,0,1,557,509,557,562,540,481,540,546,2,-5.0,-5,18,8,11,175.0
2012211498,568,568,1,0,0,0,1,0,1,0.766,4201,1,1,1.0,1,0,0,561,514,568,568,551,492,558,558,1,7.0,0,34,8,11,167.0
2012211499,569,569,1,0,0,0,1,0,1,0.766,4210,1,1,3.0,1,0,0,561,514,568,568,551,492,558,558,1,8.0,1,35,8,11,134.0
2012211500,572,572,1,0,0,0,1,0,1,0.766,4202,1,1,4.0,0,0,1,561,514,568,568,551,492,558,558,2,11.0,4,38,8,11,83.0
2012211501,572,572,1,0,0,1,0,0,1,0.766,4211,1,1,4.0,0,0,1,561,514,568,568,551,492,558,558,2,11.0,4,38,8,11,83.0
2012211502,562,572,1,0,0,0,0,1,0,0.766,4228,1,1,5.0,0,1,0,561,514,568,568,551,492,558,558,2,1.0,-6,28,8,11,182.0
2012211503,569,569,1,0,1,0,0,0,1,0.727,4307,1,1,4.0,0,0,1,571,523,565,568,520,451,495,510,2,-2.0,1,35,8,11,134.0
2012211504,569,569,1,0,1,0,0,0,1,0.727,4323,1,1,5.0,1,0,0,571,523,565,568,520,451,495,510,1,-2.0,1,35,8,11,134.0
2012211505,0,0,1,0,0,0,1,0,1,0.727,4308,1,1,5.0,1,0,0,571,523,565,568,520,451,495,510,4,0.0,0,0,8,11,167.0
2012211506,566,566,1,0,1,0,0,0,1,0.686,4501,1,1,2.0,0,0,1,544,473,549,557,528,444,531,532,1,22.0,9,32,8,11,46.0
2012211507,545,565,1,0,1,0,0,0,0,0.686,4514,1,1,5.0,0,0,1,544,473,549,557,528,444,531,532,2,1.0,-4,11,8,11,174.0
2012211508,541,561,1,0,0,0,1,0,0,0.686,4501,1,1,2.0,0,0,1,544,473,549,557,528,444,531,532,2,-3.0,-8,7,8,11,184.0
2012211509,543,563,1,0,1,0,0,0,0,0.686,4512,1,1,5.0,0,1,0,544,473,549,557,528,444,531,532,2,-1.0,-6,9,8,11,182.0
2012211510,552,552,1,0,0,0,0,1,1,0.836,5001,1,1,0.0,0,0,1,554,494,495,510,522,462,462,467,2,-2.0,42,18,8,11,7.0
2012211511,0,0,1,0,1,0,0,0,1,0.73,5106,1,2,4.0,0,0,1,516,454,460,483,518,445,446,475,4,0.0,0,0,8,11,167.0
2012211512,516,536,1,0,0,0,1,0,0,0.604,5226,1,1,4.0,0,1,0,539,461,530,531,470,390,455,456,2,-23.0,-14,-18,8,11,193.0
2012211513,536,536,1,0,0,0,1,0,1,0.574,5321,1,1,5.0,0,0,1,520,460,533,535,465,460,298,298,2,16.0,1,2,8,11,134.0
2012211514,0,0,1,0,0,0,1,0,1,0.574,5301,1,1,2.0,1,0,0,520,460,533,535,465,460,298,298,4,0.0,0,0,8,11,167.0
2012211515,530,530,1,0,0,0,1,0,1,0.764,6108,1,1,4.0,1,0,0,556,497,501,530,517,461,467,481,2,-26.0,0,-4,8,11,167.0
2012211516,447,477,1,0,0,1,0,0,0,0.747,6422,1,1,5.0,0,0,1,489,453,467,467,440,401,409,409,3,-42.0,-20,-87,8,11,205.0
2012211517,492,502,0,1,1,0,0,0,0,0.759,1522,1,1,5.0,0,0,1,492,429,484,493,469,390,437,458,3,0.0,8,-42,8,11,50.0
2012211518,0,508,0,1,1,0,0,0,0,0.981,3308,1,1,3.0,0,0,1,606,452,504,529,593,433,480,504,4,0.0,0,0,8,11,167.0
2012211519,554,559,0,1,0,1,0,0,0,0.752,4117,1,1,4.0,1,0,0,557,509,557,562,540,481,540,546,2,-3.0,-3,20,8,11,173.0
2012211520,569,569,0,1,1,0,0,0,1,0.766,4210,1,1,3.0,0,0,1,561,514,568,568,551,492,558,558,2,8.0,1,35,8,11,134.0
2012211521,516,536,0,1,1,0,0,0,0,0.604,5227,1,1,4.0,0,1,0,539,461,530,531,470,390,455,456,2,-23.0,-14,-18,8,11,193.0
2012211522,520,520,1,0,0,0,1,0,1,0.772,1401,1,1,2.0,1,0,0,539,492,493,522,530,476,487,487,2,-19.0,27,-14,8,11,12.0
2012211523,502,512,1,0,1,0,0,0,0,0.759,1504,1,1,4.0,0,0,1,492,429,484,493,469,390,437,458,3,10.0,18,-32,8,11,22.0
2012211524,507,517,1,0,1,0,0,0,0,0.766,2224,1,1,3.0,0,1,0,529,435,491,501,515,412,420,415,3,-22.0,16,-27,8,11,29.0
2012211525,0,0,1,0,0,0,1,0,1,0.768,2305,0,1,5.0,0,1,0,526,449,463,499,514,425,434,434,4,0.0,0,0,8,11,167.0
2012211526,0,521,1,0,1,0,0,0,0,0.981,3304,1,1,2.0,0,1,0,606,452,504,529,593,433,480,504,4,0.0,0,0,8,11,167.0
2012211527,564,569,1,0,0,0,0,1,0,0.652,3411,1,1,4.0,0,0,1,577,541,562,578,544,478,496,539,1,-13.0,2,30,8,11,115.0
2012211528,566,566,1,0,1,0,0,0,1,0.735,3630,1,1,4.0,1,0,0,570,523,523,565,547,486,487,531,2,-4.0,1,32,8,11,134.0
2012211529,555,565,1,0,1,0,0,0,0,0.804,3725,1,1,4.0,0,0,1,573,450,517,540,582,430,496,511,2,-18.0,38,21,8,11,9.0
2012211530,566,566,1,0,1,0,0,0,1,0.752,4114,1,1,4.0,0,0,1,557,509,557,562,540,481,540,546,2,9.0,4,32,8,11,83.0
2012211531,556,561,1,0,0,1,0,0,0,0.752,4117,1,1,4.0,0,0,1,557,509,557,562,540,481,540,546,2,-1.0,-1,22,8,11,171.0
2012211532,567,567,1,0,0,0,1,0,1,0.8,4201,1,1,1.0,1,0,0,561,541,565,551,551,492,556,556,1,6.0,16,33,8,11,29.0
2012211533,573,573,1,0,1,0,0,0,1,0.766,4201,1,1,1.0,1,0,0,561,514,568,568,551,492,558,558,1,12.0,5,39,8,11,73.0
2012211534,567,567,1,0,1,0,0,0,1,0.8,4201,1,1,1.0,1,0,0,561,541,565,551,551,492,556,556,1,6.0,16,33,8,11,29.0
2012211535,568,568,1,0,0,0,0,1,1,0.766,4210,1,1,3.0,1,0,0,561,514,568,568,551,492,558,558,1,7.0,0,34,8,11,167.0
2012211536,559,569,1,0,1,0,0,0,0,0.766,4228,1,1,5.0,0,0,1,561,514,568,568,551,492,558,558,2,-2.0,-9,25,8,11,186.0
2012211537,573,573,1,0,0,1,0,0,1,0.727,4329,1,1,5.0,0,0,1,571,523,565,568,520,451,495,510,1,2.0,5,39,8,11,73.0
2012211538,570,570,1,0,0,1,0,0,1,0.727,4304,1,1,3.0,0,0,1,571,523,565,568,520,451,495,510,1,-1.0,2,36,8,11,115.0
2012211539,549,569,1,0,0,1,0,0,0,0.727,4331,1,1,5.0,0,1,0,571,523,565,568,520,451,495,510,2,-22.0,-16,15,8,11,204.0
2012211540,541,561,1,0,0,1,0,0,0,0.686,4502,1,1,3.0,0,0,1,544,473,549,557,528,444,531,532,2,-3.0,-16,7,8,11,204.0
2012211541,554,561,1,0,1,0,0,0,0,0.686,4502,1,1,3.0,1,0,0,544,473,549,557,528,444,531,532,1,10.0,5,20,8,11,73.0
2012211542,551,561,1,0,1,0,0,0,0,0.686,4502,1,1,3.0,1,0,0,544,473,549,557,528,444,531,532,1,7.0,2,17,8,11,115.0
2012211543,543,563,1,0,0,1,0,0,0,0.686,4501,1,1,2.0,0,0,1,544,473,549,557,528,444,531,532,2,-1.0,-6,9,8,11,182.0
2012211544,538,548,1,0,1,0,0,0,0,0.836,5001,1,1,0.0,0,0,1,554,494,495,510,522,462,462,467,2,-16.0,43,4,8,11,5.0
2012211545,535,535,1,0,0,0,1,0,1,0.604,5201,1,1,2.0,1,0,0,539,461,530,531,470,390,455,456,2,-4.0,4,1,8,11,83.0
2012211546,517,537,1,0,0,0,1,0,0,0.604,5205,1,1,5.0,0,0,1,539,461,530,531,470,390,455,456,2,-22.0,-13,-17,8,11,189.0
2012211547,524,534,1,0,1,0,0,0,0,0.574,5321,1,1,5.0,1,0,0,520,460,533,535,465,460,298,298,3,4.0,-9,-10,8,11,186.0
2012211548,534,534,1,0,0,0,1,0,1,0.574,5329,1,1,4.0,0,1,0,520,460,533,535,465,460,298,298,2,14.0,1,0,8,11,134.0
2012211549,477,497,1,0,1,0,0,0,0,0.683,6223,1,1,5.0,0,0,1,533,485,471,504,517,462,460,470,3,-56.0,6,-57,8,11,65.0
2012211550,441,471,1,0,1,0,0,0,0,0.747,6401,1,1,3.0,1,0,0,489,453,467,467,440,401,409,409,3,-48.0,-26,-93,8,11,206.0
2012211551,408,408,0,1,0,0,1,0,1,0.98,3101,1,1,0.0,1,0,0,438,379,385,381,423,342,348,356,1,-30.0,23,-126,8,11,16.0
2012211552,582,582,0,1,1,0,0,0,1,0.652,3401,1,1,2.0,1,0,0,577,541,562,578,544,478,496,539,1,5.0,4,48,8,11,83.0
2012211553,0,0,0,1,0,0,1,0,1,0.752,4117,1,1,4.0,0,0,1,557,509,557,562,540,481,540,546,4,0.0,0,0,8,11,167.0
2012211554,553,563,0,1,1,0,0,0,0,0.766,4228,1,1,5.0,0,1,0,561,514,568,568,551,492,558,558,2,-8.0,-15,19,8,11,196.0
2012211555,534,534,0,1,0,0,1,0,1,0.574,5329,1,1,4.0,0,1,0,520,460,533,535,465,460,298,298,2,14.0,1,0,8,11,134.0
2012211556,500,500,1,0,0,0,1,0,1,0.759,1521,1,1,6.0,0,0,1,492,429,484,493,469,390,437,458,3,8.0,7,-34,8,11,55.0
2012211557,497,507,1,0,0,0,1,0,0,0.759,1522,1,1,5.0,0,0,1,492,429,484,493,469,390,437,458,3,5.0,13,-37,8,11,34.0
2012211558,533,538,1,0,0,0,1,0,0,0.766,2205,1,1,4.0,0,1,0,529,435,491,501,515,412,420,415,2,4.0,42,-1,8,11,7.0
2012211559,381,381,1,0,0,0,1,0,1,0.98,3101,1,1,0.0,1,0,0,438,379,385,381,423,342,348,356,3,-57.0,0,-153,8,11,167.0
2012211560,0,532,1,0,1,0,0,0,0,0.981,3308,1,1,3.0,0,0,1,606,452,504,529,593,433,480,504,4,0.0,0,0,8,11,167.0
2012211561,567,572,1,0,0,0,1,0,0,0.652,3404,1,1,4.0,0,0,1,577,541,562,578,544,478,496,539,1,-10.0,5,33,8,11,73.0
2012211562,565,565,1,0,0,0,1,0,1,0.735,3630,1,1,4.0,1,0,0,570,523,523,565,547,486,487,531,1,-5.0,0,31,8,11,167.0
2012211563,529,539,1,0,0,0,0,1,0,0.804,3707,1,1,3.0,0,1,0,573,450,517,540,582,430,496,511,2,-44.0,12,-5,8,11,37.0
2012211564,564,564,1,0,0,0,1,0,1,0.752,4116,1,1,4.0,0,0,1,557,509,557,562,540,481,540,546,2,7.0,2,30,8,11,115.0
2012211565,568,573,1,0,0,0,1,0,0,0.752,4102,1,1,4.0,1,0,0,557,509,557,562,540,481,540,546,1,11.0,11,34,8,11,39.0
2012211566,572,572,1,0,0,1,0,0,1,0.766,4294,1,1,6.0,0,1,0,561,514,568,568,551,492,558,558,2,11.0,4,38,8,11,83.0
2012211567,573,573,1,0,0,1,0,0,1,0.766,4210,1,1,3.0,1,0,0,561,514,568,568,551,492,558,558,1,12.0,5,39,8,11,73.0
2012211568,576,576,1,0,1,0,0,0,1,0.766,4201,1,1,1.0,1,0,0,561,514,568,568,551,492,558,558,1,15.0,8,42,8,11,50.0
2012211569,571,571,1,0,0,0,1,0,1,0.766,4209,1,1,3.0,0,1,0,561,514,568,568,551,492,558,558,1,10.0,3,37,8,11,97.0
2012211570,0,0,1,0,1,0,0,0,1,0.766,4228,1,1,5.0,0,1,0,561,514,568,568,551,492,558,558,4,0.0,0,0,8,11,167.0
2012211571,569,569,1,0,1,0,0,0,1,0.727,4330,1,1,4.0,0,0,1,571,523,565,568,520,451,495,510,2,-2.0,1,35,8,11,134.0
2012211572,564,569,1,0,0,0,0,1,0,0.727,4305,1,1,4.0,0,0,1,571,523,565,568,520,451,495,510,2,-7.0,-1,30,8,11,171.0
2012211573,551,571,1,0,0,1,0,0,0,0.727,4331,1,1,5.0,0,1,0,571,523,565,568,520,451,495,510,1,-20.0,-14,17,8,11,193.0
2012211574,566,566,1,0,1,0,0,0,1,0.686,4509,1,1,4.0,1,0,0,544,473,549,557,528,444,531,532,2,22.0,9,32,8,11,46.0
2012211575,0,0,1,0,1,0,0,0,1,0.686,4508,1,1,5.0,1,0,0,544,473,549,557,528,444,531,532,4,0.0,0,0,8,11,167.0
2012211576,559,579,1,0,0,0,1,0,0,0.686,4512,1,1,5.0,0,0,1,544,473,549,557,528,444,531,532,1,15.0,10,25,8,11,43.0
2012211577,555,575,1,0,0,0,1,0,0,0.686,4513,1,1,5.0,0,0,1,544,473,549,557,528,444,531,532,2,11.0,6,21,8,11,65.0
