sno,zf,tdf,female,male,ncyj,ncwj,czyj,czwj,ks_is_jf,jydf,csdm,kslb,kldm,csdj,is_qu,is_shi,is_xian,ybfsx_wk,ebfsx_wk,ssmzlqf_wk,hzlqf_wk,ybfsx_lk,ebfsx_lk,ssmzlqf_lk,hzlqf_lk,zfdj,zf_yb_d,zf_lqf_d,zf_pjf_d,zybm,xybm,zy_fs_pm
2012210001,533,533,1,0,0,0,0,1,1,0.772,1408,1,1,4.0,1,0,0,539,492,493,522,530,476,487,487,2,-6.0,11,15,4,8,71.0
2012210002,484,494,1,0,0,0,1,0,0,0.759,1523,1,5,4.0,1,0,0,492,429,484,493,469,390,437,458,3,15.0,47,-34,4,8,11.0
2012210003,520,520,1,0,0,0,1,0,1,0.766,2202,1,1,3.0,1,0,0,529,435,491,501,515,412,420,415,1,-9.0,19,2,4,8,38.0
2012210004,578,578,1,0,0,0,0,1,1,0.652,3422,1,1,6.0,0,0,1,577,541,562,578,544,478,496,539,1,1.0,0,60,4,8,215.0
2012210005,566,566,1,0,0,0,0,1,1,0.735,3610,1,1,4.0,0,0,1,570,523,523,565,547,486,487,531,3,-4.0,1,48,4,8,161.0
2012210006,574,574,1,0,0,1,0,0,1,0.752,4117,1,1,4.0,1,0,0,557,509,557,562,540,481,540,546,1,17.0,12,56,4,8,63.0
2012210007,567,567,1,0,1,0,0,0,1,0.766,4201,1,5,1.0,1,0,0,561,514,568,568,551,492,558,558,1,16.0,9,49,4,8,82.0
2012210008,570,570,1,0,1,0,0,0,1,0.766,4206,1,5,5.0,0,0,1,561,514,568,568,551,492,558,558,1,19.0,12,52,4,8,63.0
2012210009,573,573,1,0,0,0,1,0,1,0.766,4203,1,1,4.0,1,0,0,561,514,568,568,551,492,558,558,1,12.0,5,55,4,8,113.0
2012210010,566,566,1,0,0,0,1,0,1,0.8,4201,1,1,1.0,1,0,0,561,541,565,551,551,492,556,556,1,5.0,15,48,4,8,49.0
2012210011,570,570,1,0,0,0,1,0,1,0.727,4307,1,1,4.0,1,0,0,571,523,565,568,520,451,495,510,1,-1.0,2,52,4,8,154.0
2012210012,560,570,1,0,0,1,0,0,0,0.727,4305,1,1,4.0,0,0,1,571,523,565,568,520,451,495,510,3,-11.0,-5,42,4,8,227.0
2012210013,579,579,1,0,0,0,1,0,1,0.8,4401,2,0,1.0,0,0,1,589,545,567,567,585,523,550,547,5,0.0,0,61,4,8,215.0
2012210014,546,546,1,0,0,0,1,0,1,0.686,4502,1,5,3.0,0,0,1,544,473,549,557,528,444,531,532,1,18.0,14,28,4,8,54.0
2012210015,546,553,1,0,1,0,0,0,0,0.686,4501,1,5,2.0,0,0,1,544,473,549,557,528,444,531,532,3,18.0,15,28,4,8,49.0
2012210016,569,589,1,0,1,0,0,0,0,0.686,4509,1,1,4.0,1,0,0,544,473,549,557,528,444,531,532,1,25.0,20,51,4,8,36.0
2012210017,0,0,1,0,0,0,1,0,1,0.683,4613,1,1,0.0,0,0,1,668,591,651,656,614,545,581,592,4,0.0,0,0,4,8,215.0
2012210018,499,499,1,0,1,0,0,0,1,0.73,5107,1,2,3.0,1,0,0,516,454,460,483,518,445,446,475,5,0.0,0,-19,4,8,215.0
2012210019,0,0,1,0,0,0,1,0,1,0.604,5221,1,5,6.0,0,0,1,539,461,530,531,470,390,455,456,4,0.0,0,0,4,8,215.0
2012210020,556,556,1,0,1,0,0,0,1,0.574,5321,1,1,5.0,1,0,0,520,460,533,535,465,460,298,298,2,36.0,21,38,4,8,34.0
2012210021,533,553,1,0,1,0,0,0,0,0.574,5332,1,1,4.0,0,0,1,520,460,533,535,465,460,298,298,3,13.0,0,15,4,8,215.0
2012210022,519,519,1,0,0,0,1,0,1,0.683,6227,1,1,5.0,0,0,1,533,485,471,504,517,462,460,470,3,-14.0,48,1,4,8,10.0
2012210023,0,0,1,0,0,0,1,0,1,0.653,6529,5,1,5.0,0,0,1,493,426,437,437,445,390,408,408,4,0.0,0,0,4,8,215.0
2012210024,498,498,0,1,0,0,1,0,1,0.759,1502,1,3,3.0,1,0,0,492,429,484,493,469,390,437,458,5,0.0,0,-20,4,8,215.0
2012210025,0,559,0,1,0,0,1,0,0,0.981,3309,1,1,3.0,0,0,1,606,452,504,529,593,433,480,504,4,0.0,0,0,4,8,215.0
2012210026,544,554,0,1,1,0,0,0,0,0.86,3505,1,1,2.0,0,1,0,557,466,465,547,546,435,489,528,3,-13.0,79,26,4,8,6.0
2012210027,568,568,0,1,1,0,0,0,1,0.752,4116,1,1,4.0,0,0,1,557,509,557,562,540,481,540,546,1,11.0,6,50,4,8,103.0
2012210028,571,571,0,1,0,0,1,0,1,0.766,4201,1,1,1.0,1,0,0,561,514,568,568,551,492,558,558,1,10.0,3,53,4,8,143.0
2012210029,513,513,0,1,1,0,0,0,1,0.727,4301,1,5,1.0,1,0,0,571,523,565,568,520,451,495,510,3,-7.0,3,-5,4,8,143.0
2012210030,580,580,0,1,0,0,1,0,1,0.8,4406,2,0,2.0,0,0,1,589,545,567,567,585,523,550,547,5,0.0,0,62,4,8,215.0
2012210031,556,576,0,1,1,0,0,0,0,0.686,4513,1,1,5.0,0,0,1,544,473,549,557,528,444,531,532,1,12.0,7,38,4,8,99.0
2012210032,517,537,0,1,1,0,0,0,0,0.604,5226,1,1,4.0,0,0,1,539,461,530,531,470,390,455,456,3,-22.0,-13,-1,4,8,248.0
2012210033,296,306,0,1,1,0,0,0,0,0.448,5423,1,5,5.0,1,0,0,490,345,333,333,280,242,298,298,3,16.0,-2,-222,4,8,218.0
2012210034,0,0,0,1,0,0,1,0,1,0.653,6528,5,1,5.0,0,0,1,493,426,437,437,445,390,408,408,4,0.0,0,0,4,8,215.0
2012210035,532,532,1,0,0,0,0,1,1,0.772,1402,1,1,4.0,1,0,0,539,492,493,522,530,476,487,487,1,-7.0,10,14,4,8,78.0
2012210036,496,506,1,0,1,0,0,0,0,0.759,1523,1,1,4.0,0,0,1,492,429,484,493,469,390,437,458,1,4.0,12,-22,4,8,63.0
2012210037,0,0,1,0,0,0,1,0,1,0.766,2203,1,1,4.0,0,0,1,529,435,491,501,515,412,420,415,4,0.0,0,0,4,8,215.0
2012210038,569,574,1,0,0,0,1,0,0,0.652,3401,1,1,2.0,1,0,0,577,541,562,578,544,478,496,539,1,-8.0,7,51,4,8,99.0
2012210039,567,567,1,0,0,0,1,0,1,0.735,3650,1,1,4.0,0,0,1,570,523,523,565,547,486,487,531,1,-3.0,2,49,4,8,154.0
2012210040,549,549,1,0,0,0,1,0,1,0.752,4113,1,5,3.0,0,1,0,557,509,557,562,540,481,540,546,3,9.0,3,31,4,8,143.0
2012210041,567,567,1,0,1,0,0,0,1,0.766,4201,1,5,1.0,1,0,0,561,514,568,568,551,492,558,558,1,16.0,9,49,4,8,82.0
2012210042,570,570,1,0,0,0,1,0,1,0.766,4201,1,1,1.0,1,0,0,561,514,568,568,551,492,558,558,1,9.0,2,52,4,8,154.0
2012210043,573,573,1,0,0,0,1,0,1,0.766,4205,1,1,3.0,1,0,0,561,514,568,568,551,492,558,558,1,12.0,5,55,4,8,113.0
2012210044,562,562,1,0,0,1,0,0,1,0.766,4212,1,5,4.0,0,0,1,561,514,568,568,551,492,558,558,1,11.0,4,44,4,8,126.0
2012210045,569,569,1,0,0,0,1,0,1,0.727,4301,1,1,1.0,1,0,0,571,523,565,568,520,451,495,510,2,-2.0,1,51,4,8,161.0
2012210047,385,385,1,0,0,0,1,0,1,0.6,4419,1,3,1.0,1,0,0,493,426,518,513,445,390,461,464,5,0.0,0,-133,4,8,215.0
2012210048,524,544,1,0,0,0,1,0,0,0.686,4503,1,5,3.0,0,0,1,544,473,549,557,528,444,531,532,1,-4.0,-7,6,4,8,234.0
2012210049,561,568,1,0,1,0,0,0,0,0.686,4501,1,1,2.0,0,0,1,544,473,549,557,528,444,531,532,1,17.0,12,43,4,8,63.0
2012210050,544,564,1,0,0,0,1,0,0,0.686,4512,1,1,5.0,0,0,1,544,473,549,557,528,444,531,532,1,0.0,-5,26,4,8,227.0
2012210051,644,664,1,0,0,0,1,0,0,0.683,4602,1,1,3.0,0,1,0,668,591,651,656,614,545,581,592,1,-24.0,-7,126,4,8,234.0
2012210052,493,493,1,0,1,0,0,0,1,0.73,5107,1,2,3.0,0,0,1,516,454,460,483,518,445,446,475,5,0.0,0,-25,4,8,215.0
2012210053,517,537,1,0,0,1,0,0,0,0.604,5205,1,1,5.0,0,0,1,539,461,530,531,470,390,455,456,1,-22.0,-13,-1,4,8,248.0
2012210054,0,0,1,0,1,0,0,0,1,0.574,5301,1,1,2.0,0,0,1,520,460,533,535,465,460,298,298,4,0.0,0,0,4,8,215.0
2012210055,0,0,1,0,0,0,0,1,1,0.448,5427,1,1,6.0,0,0,1,490,345,333,333,280,242,298,298,4,0.0,0,0,4,8,215.0
2012210056,485,485,1,0,1,0,0,0,1,0.683,6201,1,1,2.0,1,0,0,533,485,471,504,517,462,460,470,2,-48.0,14,-33,4,8,54.0
2012210057,0,0,1,0,0,0,1,0,1,0.653,6524,9,5,6.0,0,1,0,493,426,437,437,445,390,408,408,4,0.0,0,0,4,8,215.0
2012210058,488,498,0,1,0,0,1,0,0,0.759,1501,1,1,3.0,1,0,0,492,429,484,493,469,390,437,458,3,-4.0,4,-30,4,8,126.0
2012210059,578,578,0,1,0,1,0,0,1,0.652,3404,1,1,4.0,1,0,0,577,541,562,578,544,478,496,539,1,1.0,0,60,4,8,215.0
2012210060,521,521,0,1,0,0,1,0,1,0.86,3502,1,5,2.0,1,0,0,557,466,465,547,546,435,489,528,3,-25.0,32,3,4,8,17.0
2012210061,551,551,0,1,0,1,0,0,1,0.752,4117,1,5,4.0,0,0,1,557,509,557,562,540,481,540,546,1,11.0,5,33,4,8,113.0
2012210062,561,561,0,1,1,0,0,0,1,0.766,4206,1,5,5.0,1,0,0,561,514,568,568,551,492,558,558,1,10.0,3,43,4,8,143.0
2012210063,521,521,0,1,0,1,0,0,1,0.727,4328,1,5,4.0,1,0,0,571,523,565,568,520,451,495,510,3,1.0,11,3,4,8,71.0
2012210064,578,578,0,1,0,0,1,0,1,0.8,4401,2,0,1.0,0,0,1,589,545,567,567,585,523,550,547,5,0.0,0,60,4,8,215.0
2012210065,480,490,0,1,0,0,0,1,0,0.836,5001,1,5,0.0,0,0,1,554,494,495,510,522,462,462,467,2,-42.0,18,-38,4,8,39.0
2012210066,445,465,0,1,0,0,0,1,0,0.604,5205,1,5,5.0,0,0,1,539,461,530,531,470,390,455,456,2,-25.0,-10,-73,4,8,240.0
2012210067,525,525,0,1,0,1,0,0,1,0.683,6224,1,1,5.0,1,0,0,533,485,471,504,517,462,460,470,2,-8.0,21,7,4,8,34.0
2012210068,425,425,0,1,0,0,1,0,1,0.653,6529,9,5,5.0,0,1,0,493,426,437,437,445,390,408,408,3,-20.0,17,-93,4,8,41.0
2012210069,502,502,1,0,0,0,1,0,1,0.759,1504,1,1,4.0,1,0,0,492,429,484,493,469,390,437,458,3,10.0,9,-16,4,8,82.0
2012210070,496,506,1,0,0,0,1,0,0,0.759,1527,1,1,6.0,1,0,0,492,429,484,493,469,390,437,458,3,4.0,12,-22,4,8,63.0
2012210071,236,325,1,0,1,0,0,0,0,0.883,3209,6,7,3.0,0,1,0,341,311,313,311,340,312,314,314,5,0.0,0,-282,4,8,215.0
2012210072,553,553,1,0,0,1,0,0,1,0.86,3515,1,1,3.0,1,0,0,557,466,465,547,546,435,489,528,3,-4.0,6,35,4,8,103.0
2012210073,554,564,1,0,0,1,0,0,0,0.735,3610,1,1,4.0,0,0,1,570,523,523,565,547,486,487,531,3,-16.0,31,36,4,8,19.0
2012210074,567,567,1,0,0,0,1,0,1,0.752,4116,1,1,4.0,0,0,1,557,509,557,562,540,481,540,546,2,10.0,5,49,4,8,113.0
2012210075,561,561,1,0,1,0,0,0,1,0.766,4211,1,5,4.0,0,0,1,561,514,568,568,551,492,558,558,1,10.0,3,43,4,8,143.0
2012210076,571,571,1,0,1,0,0,0,1,0.766,4228,1,1,5.0,0,1,0,561,514,568,568,551,492,558,558,1,10.0,3,53,4,8,143.0
2012210077,558,558,1,0,1,0,0,0,1,0.8,4201,1,5,1.0,1,0,0,561,541,565,551,551,492,556,556,1,7.0,2,40,4,8,154.0
2012210078,571,571,1,0,0,1,0,0,1,0.766,4213,1,1,5.0,1,0,0,561,514,568,568,551,492,558,558,1,10.0,3,53,4,8,143.0
2012210079,568,568,1,0,0,0,0,1,1,0.727,4301,1,1,1.0,1,0,0,571,523,565,568,520,451,495,510,1,-3.0,0,50,4,8,215.0
2012210080,546,566,1,0,0,0,1,0,0,0.727,4331,1,1,5.0,0,0,1,571,523,565,568,520,451,495,510,1,-25.0,-19,28,4,8,257.0
2012210081,536,546,1,0,1,0,0,0,0,0.686,4510,1,5,5.0,1,0,0,544,473,549,557,528,444,531,532,1,8.0,4,18,4,8,126.0
2012210082,557,577,1,0,0,0,1,0,0,0.686,4502,1,1,3.0,0,0,1,544,473,549,557,528,444,531,532,3,13.0,8,39,4,8,90.0
2012210083,546,566,1,0,1,0,0,0,0,0.686,4510,1,1,5.0,0,0,1,544,473,549,557,528,444,531,532,1,2.0,-3,28,4,8,219.0
2012210084,548,568,1,0,1,0,0,0,0,0.686,4511,1,1,5.0,0,0,1,544,473,549,557,528,444,531,532,1,4.0,-1,30,4,8,217.0
2012210085,476,486,1,0,0,0,1,0,0,0.836,5001,1,5,0.0,0,0,1,554,494,495,510,522,462,462,467,1,-46.0,14,-42,4,8,54.0
2012210086,441,491,1,0,0,0,1,0,0,0.73,5119,1,2,5.0,0,0,1,516,454,460,483,518,445,446,475,5,0.0,0,-77,4,8,215.0
2012210087,446,466,1,0,0,1,0,0,0,0.604,5227,1,5,4.0,0,0,1,539,461,530,531,470,390,455,456,2,-24.0,-9,-72,4,8,238.0
2012210088,523,543,1,0,1,0,0,0,0,0.574,5332,1,1,4.0,0,0,1,520,460,533,535,465,460,298,298,1,3.0,-10,5,4,8,240.0
2012210089,338,338,1,0,1,0,0,0,1,0.448,5421,1,1,5.0,1,0,0,490,345,333,333,280,242,298,298,3,-152.0,5,-180,4,8,113.0
2012210090,402,422,1,0,0,0,1,0,0,0.639,6323,1,1,5.0,0,0,1,433,372,390,396,401,355,356,375,3,-31.0,12,-116,4,8,63.0
2012210091,0,0,1,0,0,0,1,0,1,0.653,6531,9,5,5.0,0,1,0,493,426,437,437,445,390,408,408,4,0.0,0,0,4,8,215.0
2012210092,537,537,0,1,0,0,1,0,1,0.912,2109,1,1,4.0,1,0,0,563,506,507,531,517,445,445,465,1,-26.0,30,19,4,8,21.0
2012210093,578,578,0,1,0,0,1,0,1,0.652,3412,1,1,4.0,0,0,1,577,541,562,578,544,478,496,539,1,1.0,0,60,4,8,215.0
2012210094,398,398,0,1,0,0,1,0,1,0.6,3522,1,5,6.0,1,0,0,493,426,518,513,445,390,461,464,3,-47.0,-63,-120,4,8,259.0
2012210095,572,572,0,1,1,0,0,0,1,0.752,4116,1,1,4.0,0,0,1,557,509,557,562,540,481,540,546,3,15.0,10,54,4,8,78.0
2012210096,569,569,0,1,1,0,0,0,1,0.766,4206,1,5,5.0,0,1,0,561,514,568,568,551,492,558,558,1,18.0,11,51,4,8,71.0
2012210097,548,568,0,1,0,1,0,0,0,0.727,4331,1,1,5.0,0,0,1,571,523,565,568,520,451,495,510,2,-23.0,-17,30,4,8,255.0
2012210098,563,563,0,1,0,0,1,0,1,0.686,4503,1,5,3.0,1,0,0,544,473,549,557,528,444,531,532,1,35.0,31,45,4,8,19.0
2012210100,517,537,0,1,0,0,1,0,0,0.604,5205,1,1,5.0,0,0,1,539,461,530,531,470,390,455,456,2,-22.0,-13,-1,4,8,248.0
2012210101,402,422,0,1,1,0,0,0,0,0.639,6322,1,1,5.0,0,0,1,433,372,390,396,401,355,356,375,3,-31.0,12,-116,4,8,63.0
2012210102,504,504,1,0,0,1,0,0,1,0.759,1504,1,1,4.0,0,0,1,492,429,484,493,469,390,437,458,3,12.0,11,-14,4,8,71.0
2012210103,490,500,1,0,1,0,0,0,0,0.759,1522,1,1,5.0,0,1,0,492,429,484,493,469,390,437,458,3,-2.0,6,-28,4,8,103.0
2012210104,229,329,1,0,0,0,0,1,0,0.883,3213,6,8,4.0,1,0,0,341,311,313,311,340,312,314,314,5,0.0,0,-289,4,8,215.0
2012210105,531,531,1,0,0,0,1,0,1,0.86,3507,1,5,3.0,1,0,0,557,466,465,547,546,435,489,528,2,-15.0,3,13,4,8,143.0
2012210106,552,562,1,0,0,1,0,0,0,0.735,3610,1,1,4.0,0,0,1,570,523,523,565,547,486,487,531,2,-18.0,29,34,4,8,22.0
2012210107,569,569,1,0,0,0,1,0,1,0.752,4104,1,1,4.0,0,1,0,557,509,557,562,540,481,540,546,1,12.0,7,51,4,8,99.0
2012210108,579,579,1,0,1,0,0,0,1,0.766,4212,1,1,4.0,1,0,0,561,514,568,568,551,492,558,558,1,18.0,11,61,4,8,71.0
2012210109,572,572,1,0,0,0,1,0,1,0.766,4211,1,1,4.0,0,1,0,561,514,568,568,551,492,558,558,1,11.0,4,54,4,8,126.0
2012210110,565,565,1,0,0,0,1,0,1,0.766,4206,1,5,5.0,1,0,0,561,514,568,568,551,492,558,558,1,14.0,7,47,4,8,99.0
2012210111,570,570,1,0,0,0,1,0,1,0.766,4205,1,1,3.0,1,0,0,561,514,568,568,551,492,558,558,1,9.0,2,52,4,8,154.0
2012210112,503,513,1,0,0,0,1,0,0,0.727,4330,1,5,4.0,1,0,0,571,523,565,568,520,451,495,510,1,-17.0,-7,-15,4,8,234.0
2012210113,495,515,1,0,0,0,1,0,0,0.727,4305,1,5,4.0,0,0,1,571,523,565,568,520,451,495,510,1,-25.0,0,-23,4,8,215.0
2012210114,565,565,1,0,0,0,1,0,1,0.686,4502,1,1,3.0,0,1,0,544,473,549,557,528,444,531,532,1,21.0,8,47,4,8,90.0
2012210115,554,564,1,0,0,0,1,0,0,0.686,4502,1,1,3.0,0,0,1,544,473,549,557,528,444,531,532,1,10.0,5,36,4,8,113.0
2012210116,560,570,1,0,1,0,0,0,0,0.686,4501,1,1,2.0,0,0,1,544,473,549,557,528,444,531,532,1,16.0,11,42,4,8,71.0
2012210117,544,564,1,0,0,0,1,0,0,0.686,4502,1,1,3.0,0,0,1,544,473,549,557,528,444,531,532,2,0.0,-5,26,4,8,227.0
2012210118,522,532,1,0,1,0,0,0,0,0.836,5001,1,1,0.0,0,0,1,554,494,495,510,522,462,462,467,3,-32.0,27,4,4,8,25.0
2012210119,314,314,1,0,0,0,1,0,1,0.5,5101,1,2,1.0,0,1,0,490,345,333,333,460,325,460,460,5,0.0,0,-204,4,8,215.0
2012210120,462,472,1,0,1,0,0,0,0,0.604,5201,1,5,2.0,1,0,0,539,461,530,531,470,390,455,456,1,-8.0,7,-56,4,8,99.0
2012210121,486,486,1,0,0,0,1,0,1,0.574,5323,1,5,5.0,0,1,0,520,460,533,535,465,460,298,298,3,21.0,188,-32,4,8,2.0
2012210122,353,353,1,0,1,0,0,0,1,0.448,5401,1,1,5.0,0,1,0,490,345,333,333,280,242,298,298,3,-137.0,20,-165,4,8,36.0
2012210123,348,368,1,0,0,0,1,0,0,0.639,6321,1,5,5.0,0,0,1,433,372,390,396,401,355,356,375,3,-53.0,-8,-170,4,8,236.0
2012210124,0,0,1,0,0,0,1,0,1,0.653,6502,5,1,5.0,0,0,1,493,426,437,437,445,390,408,408,4,0.0,0,0,4,8,215.0
2012210125,512,522,0,1,0,0,1,0,0,0.766,2224,1,1,3.0,0,1,0,529,435,491,501,515,412,420,415,3,-17.0,21,-6,4,8,34.0
2012210126,570,575,0,1,0,0,1,0,0,0.652,3404,1,1,4.0,1,0,0,577,541,562,578,544,478,496,539,1,-7.0,8,52,4,8,90.0
2012210127,567,567,0,1,1,0,0,0,1,0.804,3713,1,1,3.0,1,0,0,573,450,517,540,582,430,496,511,2,-6.0,27,49,4,8,25.0
2012210128,562,562,0,1,1,0,0,0,1,0.766,4210,1,5,3.0,0,1,0,561,514,568,568,551,492,558,558,1,11.0,4,44,4,8,126.0
2012210129,568,568,0,1,0,0,1,0,1,0.766,4210,1,5,3.0,1,0,0,561,514,568,568,551,492,558,558,1,17.0,10,50,4,8,78.0
2012210130,558,568,0,1,1,0,0,0,0,0.727,4305,1,1,4.0,0,0,1,571,523,565,568,520,451,495,510,2,-13.0,-7,40,4,8,234.0
2012210131,551,561,0,1,0,1,0,0,0,0.686,4511,1,5,5.0,0,0,1,544,473,549,557,528,444,531,532,1,23.0,19,33,4,8,38.0
2012210132,523,533,0,1,1,0,0,0,0,0.836,5001,1,1,0.0,0,0,1,554,494,495,510,522,462,462,467,2,-31.0,28,5,4,8,23.0
2012210134,347,367,0,1,0,0,1,0,0,0.639,6321,1,5,5.0,0,0,1,433,372,390,396,401,355,356,375,3,-54.0,-9,-171,4,8,238.0
2012210135,483,483,1,0,0,0,1,0,1,0.759,1504,1,5,4.0,0,0,1,492,429,484,493,469,390,437,458,3,14.0,25,-35,4,8,28.0
2012210136,506,516,1,0,0,0,1,0,0,0.759,1504,1,1,4.0,0,0,1,492,429,484,493,469,390,437,458,3,14.0,22,-12,4,8,31.0
2012210137,242,325,1,0,0,0,0,1,0,0.883,3203,6,8,2.0,0,1,0,341,311,313,311,340,312,314,314,5,0.0,0,-276,4,8,215.0
2012210138,530,530,1,0,0,0,1,0,1,0.86,3508,1,5,3.0,1,0,0,557,466,465,547,546,435,489,528,3,-16.0,2,12,4,8,154.0
2012210139,570,570,1,0,0,0,1,0,1,0.804,3723,1,1,4.0,0,0,1,573,450,517,540,582,430,496,511,1,-3.0,30,52,4,8,21.0
2012210140,0,0,1,0,0,0,1,0,1,0.752,4117,1,1,4.0,1,0,0,557,509,557,562,540,481,540,546,4,0.0,0,0,4,8,215.0
2012210141,575,575,1,0,1,0,0,0,1,0.766,4208,1,1,5.0,0,0,1,561,514,568,568,551,492,558,558,1,14.0,7,57,4,8,99.0
2012210142,570,570,1,0,1,0,0,0,1,0.766,4210,1,1,3.0,1,0,0,561,514,568,568,551,492,558,558,1,9.0,2,52,4,8,154.0
2012210143,572,572,1,0,1,0,0,0,1,0.766,4202,1,1,4.0,0,1,0,561,514,568,568,551,492,558,558,1,11.0,4,54,4,8,126.0
2012210144,562,572,1,0,0,1,0,0,0,0.766,4228,1,1,5.0,0,0,1,561,514,568,568,551,492,558,558,1,1.0,-6,44,4,8,229.0
2012210145,515,515,1,0,0,0,1,0,1,0.727,4305,1,5,4.0,1,0,0,571,523,565,568,520,451,495,510,3,-5.0,5,-3,4,8,113.0
2012210146,548,568,1,0,0,0,1,0,0,0.727,4330,1,1,4.0,1,0,0,571,523,565,568,520,451,495,510,1,-23.0,-17,30,4,8,255.0
2012210147,568,568,1,0,0,0,1,0,1,0.686,4508,1,1,5.0,1,0,0,544,473,549,557,528,444,531,532,1,24.0,11,50,4,8,71.0
2012210148,566,576,1,0,1,0,0,0,0,0.686,4510,1,1,5.0,0,0,1,544,473,549,557,528,444,531,532,1,22.0,17,48,4,8,41.0
2012210149,559,569,1,0,1,0,0,0,0,0.686,4512,1,1,5.0,0,0,1,544,473,549,557,528,444,531,532,2,15.0,10,41,4,8,78.0
2012210150,548,568,1,0,0,0,1,0,0,0.686,4512,1,1,5.0,0,0,1,544,473,549,557,528,444,531,532,3,4.0,-1,30,4,8,217.0
2012210151,530,540,1,0,0,0,0,1,0,0.836,5001,1,1,0.0,0,0,1,554,494,495,510,522,462,462,467,1,-24.0,35,12,4,8,13.0
2012210152,322,322,1,0,0,0,1,0,1,0.5,5101,1,2,1.0,1,0,0,490,345,333,333,460,325,460,460,5,0.0,0,-196,4,8,215.0
2012210153,453,473,1,0,1,0,0,0,0,0.604,5226,1,7,4.0,0,0,1,539,461,530,531,470,390,455,456,5,0.0,0,-65,4,8,215.0
2012210154,521,541,1,0,1,0,0,0,0,0.574,5325,1,1,4.0,0,1,0,520,460,533,535,465,460,298,298,3,1.0,-12,3,4,8,244.0
2012210155,335,335,1,0,1,0,0,0,1,0.448,5426,1,1,5.0,1,0,0,490,345,333,333,280,242,298,298,3,-155.0,2,-183,4,8,154.0
2012210156,395,415,1,0,1,0,0,0,0,0.639,6321,1,1,5.0,0,0,1,433,372,390,396,401,355,356,375,3,-38.0,5,-123,4,8,113.0
2012210157,0,0,1,0,0,0,1,0,1,0.653,6525,9,5,6.0,0,0,1,493,426,437,437,445,390,408,408,4,0.0,0,0,4,8,215.0
2012210158,239,327,0,1,0,0,0,1,0,0.883,3212,6,8,3.0,1,0,0,341,311,313,311,340,312,314,314,5,0.0,0,-279,4,8,215.0
2012210159,565,570,0,1,0,1,0,0,0,0.652,3429,1,1,5.0,0,0,1,577,541,562,578,544,478,496,539,1,-12.0,3,47,4,8,143.0
2012210160,564,564,0,1,0,0,1,0,1,0.804,3713,1,1,3.0,0,0,1,573,450,517,540,582,430,496,511,1,-9.0,24,46,4,8,29.0
2012210161,572,572,0,1,0,1,0,0,1,0.766,4294,1,1,6.0,0,1,0,561,514,568,568,551,492,558,558,1,11.0,4,54,4,8,126.0
2012210162,572,572,0,1,1,0,0,0,1,0.766,4211,1,1,4.0,1,0,0,561,514,568,568,551,492,558,558,1,11.0,4,54,4,8,126.0
2012210163,548,568,0,1,1,0,0,0,0,0.727,4329,1,1,5.0,0,0,1,571,523,565,568,520,451,495,510,1,-23.0,-17,30,4,8,255.0
2012210164,567,567,0,1,0,0,0,1,1,0.686,4509,1,1,4.0,0,0,1,544,473,549,557,528,444,531,532,1,23.0,10,49,4,8,78.0
2012210165,522,532,0,1,0,0,1,0,0,0.836,5001,1,4,0.0,0,0,1,554,494,495,510,522,462,462,467,5,0.0,0,4,4,8,215.0
2012210166,547,547,0,1,1,0,0,0,1,0.574,5327,1,1,5.0,1,0,0,520,460,533,535,465,460,298,298,2,27.0,12,29,4,8,63.0
2012210167,352,372,0,1,0,0,1,0,0,0.639,6301,1,5,3.0,1,0,0,433,372,390,396,401,355,356,375,3,-49.0,-4,-166,4,8,222.0
2012210168,0,0,1,0,1,0,0,0,1,0.759,1523,1,1,4.0,0,0,1,492,429,484,493,469,390,437,458,4,0.0,0,0,4,8,215.0
2012210169,499,499,1,0,0,0,1,0,1,0.759,1521,1,5,6.0,0,1,0,492,429,484,493,469,390,437,458,1,30.0,62,-19,4,8,9.0
2012210170,352,352,1,0,0,0,1,0,1,0.6,3212,9,1,3.0,1,0,0,493,426,518,513,445,390,461,464,3,-141.0,-166,-166,4,8,261.0
2012210171,528,528,1,0,0,1,0,0,1,0.86,3509,1,5,3.0,0,0,1,557,466,465,547,546,435,489,528,1,-18.0,0,10,4,8,215.0
2012210172,562,572,1,0,1,0,0,0,0,0.804,3713,1,1,3.0,0,0,1,573,450,517,540,582,430,496,511,1,-11.0,45,44,4,8,12.0
2012210173,543,548,1,0,0,0,0,1,0,0.752,4117,1,5,4.0,1,0,0,557,509,557,562,540,481,540,546,1,3.0,3,25,4,8,143.0
2012210174,572,572,1,0,1,0,0,0,1,0.766,4205,1,1,3.0,0,0,1,561,514,568,568,551,492,558,558,1,11.0,4,54,4,8,126.0
2012210175,572,572,1,0,0,1,0,0,1,0.766,4213,1,1,5.0,1,0,0,561,514,568,568,551,492,558,558,1,11.0,4,54,4,8,126.0
2012210176,573,573,1,0,1,0,0,0,1,0.766,4205,1,1,3.0,1,0,0,561,514,568,568,551,492,558,558,1,12.0,5,55,4,8,113.0
2012210177,562,572,1,0,0,0,1,0,0,0.766,4228,1,1,5.0,0,1,0,561,514,568,568,551,492,558,558,2,1.0,-6,44,4,8,229.0
2012210178,513,513,1,0,0,0,1,0,1,0.727,4302,1,5,3.0,1,0,0,571,523,565,568,520,451,495,510,3,-7.0,3,-5,4,8,143.0
